Topic,Category,Subcategory,Question
probability,Aptitude,Quantitative,"In a standard deck of cards, what is the probability of drawing a red queen?"
probability,Aptitude,Quantitative,Two dice are rolled. What is the probability that both dice show the same number?
probability,Aptitude,Quantitative,"A box contains 10 bulbs, of which 3 are defective. If 2 bulbs are drawn at random, what is the probability that both are good?"
probability,Aptitude,Quantitative,What is the probability of getting a sum of 8 when two dice are thrown?
ratios,Aptitude,Quantitative,"If the ratio of apples to oranges is 3:2 and there are 30 apples, how many oranges are there?"
ratios,Aptitude,Quantitative,Divide $500 in the ratio 2:3.
ratios,Aptitude,Quantitative,"The ages of A and B are in the ratio 5:7. After 5 years, their ages will be in the ratio 3:4. Find their present ages."
ratios,Aptitude,Quantitative,"If a:b = 2:3 and b:c = 4:5, find a:b:c."
ratios,Aptitude,Quantitative,"In a mixture of 60 liters, the ratio of milk to water is 2:1. How much water must be added to make the ratio 1:2?"
ratios,Aptitude,Quantitative,"The ratio of boys to girls in a school is 4:3. If there are 240 boys, how many girls are there?"
ratios,Aptitude,Quantitative,"If x:y = 3:4 and y:z = 6:7, find x:z."
ratios,Aptitude,Quantitative,"A bag contains $1, $2, and $5 coins in the ratio 8:6:5, amounting to $630. Find the number of $5 coins."
ratios,Aptitude,Quantitative,"The ratio of the number of employees in two departments is 5:4. If 20 employees are transferred from the first to the second, the ratio becomes 5:6. Find the initial number of employees in each department."
ratios,Aptitude,Quantitative,"If (x+y):(x-y) = 5:2, find x:y."
ratios,Aptitude,Quantitative,"The ratio of the present ages of a father and son is 7:2. After 10 years, the ratio will be 9:4. Find their present ages."
ratios,Aptitude,Quantitative,In what ratio must rice costing $12/kg be mixed with rice costing $18/kg to get a mixture worth $15/kg?
ratios,Aptitude,Quantitative,"A sum of money is divided among A, B, C in the ratio 2:3:5. If C gets $100 more than A, find the total sum."
ratios,Aptitude,Quantitative,"The ratio of two numbers is 3:5. If each number is increased by 10, the ratio becomes 5:7. Find the numbers."
ratios,Aptitude,Quantitative,"If a:b = 3:4, b:c = 5:6, and c:d = 7:8, find a:d."
ratios,Aptitude,Quantitative,"A mixture contains milk and water in the ratio 5:3. If 8 liters of the mixture is replaced with water, the ratio becomes 3:5. Find the initial quantity of milk."
ratios,Aptitude,Quantitative,"The ratio of the number of boys to girls in a class is 3:2. If 10 boys leave and 10 girls join, the ratio becomes 1:1. Find the initial number of students."
ratios,Aptitude,Quantitative,"If A:B = 2:3, B:C = 4:5, and C:D = 6:7, find A:D."
ratios,Aptitude,Quantitative,"A sum of $1200 is divided among A, B, C such that A's share is twice B's share and B's share is thrice C's share. Find the shares."
ratios,Aptitude,Quantitative,"The ratio of the number of marbles with Ravi and Raju is 5:7. If Raju gives 20 marbles to Ravi, the ratio becomes 7:5. How many marbles does each have initially?"
time_work,Aptitude,Quantitative,"If A can complete a piece of work in 10 days and B can complete the same work in 15 days, how many days will they take working together?"
time_work,Aptitude,Quantitative,"A and B together can complete a work in 12 days. If A alone can do it in 20 days, how many days will B alone take?"
time_work,Aptitude,Quantitative,A can do a work in 15 days and B is 25% more efficient than A. How many days will B take to do the same work?
time_work,Aptitude,Quantitative,"Three taps A, B, and C can fill a tank in 10, 15, and 20 hours respectively. How long will they take to fill the tank together?"
time_work,Aptitude,Quantitative,"A pipe can fill a tank in 8 hours and another pipe can empty it in 12 hours. If both pipes are opened together, how long will it take to fill the tank?"
time_work,Aptitude,Quantitative,A and B together can complete a work in 8 days. A works for 3 days and then B joins and they complete the remaining work in 5 days. How many days will B alone take to complete the work?
time_work,Aptitude,Quantitative,20 men can complete a work in 30 days. How many men are needed to complete the same work in 25 days?
time_work,Aptitude,Quantitative,"If 6 workers can build a wall in 12 days, how many workers are needed to build the same wall in 8 days?"
time_work,Aptitude,Quantitative,A can do a work in 12 days and B can do it in 16 days. They work together for 4 days and then A leaves. How many days will B take to finish the remaining work?
time_work,Aptitude,Quantitative,"A and B can do a piece of work in 18 days. B and C can do it in 24 days. A and C can do it in 36 days. How many days will A, B, and C take together?"
time_work,Aptitude,Quantitative,"A can do a work in 20 days, B in 30 days, and C in 40 days. They work together for 5 days and then A leaves. How long will B and C take to finish the remaining work?"
time_work,Aptitude,Quantitative,"A cistern has two inlet pipes that can fill it in 10 and 12 hours respectively and an outlet pipe that can empty it in 8 hours. If all pipes are opened together, how long will it take to fill the cistern?"
time_work,Aptitude,Quantitative,A is twice as efficient as B and together they can complete a work in 18 days. How many days will A alone take?
time_work,Aptitude,Quantitative,12 men can complete a work in 24 days. How many days will 18 men take to complete the same work?
time_work,Aptitude,Quantitative,A can do a work in 15 days. B is 20% more efficient than A. How many days will B take?
time_work,Aptitude,Quantitative,"A and B can complete a work in 15 and 20 days respectively. They start work together but after 4 days, A leaves. How many days will B take to finish the remaining work?"
time_work,Aptitude,Quantitative,"A tap can fill a tank in 6 hours. After half the tank is filled, 3 more similar taps are opened. How much time will be taken to fill the remaining tank?"
time_work,Aptitude,Quantitative,A can do a work in 24 days. He works for 8 days and then B joins and they complete the work in 8 more days. How many days will B alone take to complete the work?
time_work,Aptitude,Quantitative,20 women can complete a work in 16 days. 16 men can complete the same work in 15 days. What is the ratio of the efficiency of a man to a woman?
time_work,Aptitude,Quantitative,A and B can complete a work in 30 days. They work together for 20 days and then B leaves. A finishes the remaining work in 20 more days. How many days will B alone take to complete the work?
time_distance,Aptitude,Quantitative,A car travels at a speed of 60 km/h. How much distance will it cover in 2.5 hours?
time_distance,Aptitude,Quantitative,A train 150 m long passes a pole in 5 seconds. What is the speed of the train in km/h?
time_distance,Aptitude,Quantitative,Two trains of length 200 m and 250 m are running at speeds of 60 km/h and 40 km/h respectively in the same direction. How long will they take to cross each other?
time_distance,Aptitude,Quantitative,A man walks from point A to B at 4 km/h and returns at 6 km/h. What is his average speed for the entire journey?
time_distance,Aptitude,Quantitative,A boat travels 20 km upstream in 4 hours and 24 km downstream in 3 hours. Find the speed of the boat in still water and the speed of the stream.
time_distance,Aptitude,Quantitative,"A cyclist covers a distance of 60 km in 3 hours. If he increases his speed by 5 km/h, how much time will he save?"
time_distance,Aptitude,Quantitative,A train passes a platform 200 m long in 15 seconds and a man standing on the platform in 5 seconds. Find the length of the train.
time_distance,Aptitude,Quantitative,Two cars start from the same point and travel in opposite directions. One travels at 50 km/h and the other at 60 km/h. How far apart will they be after 3 hours?
time_distance,Aptitude,Quantitative,A person travels from A to B at 40 km/h and returns at 60 km/h. The total time taken is 5 hours. Find the distance between A and B.
time_distance,Aptitude,Quantitative,A train 200 m long crosses a bridge 300 m long in 25 seconds. Find the speed of the train.
time_distance,Aptitude,Quantitative,"A man can row at 8 km/h in still water. If the speed of the stream is 2 km/h, how long will he take to row 20 km downstream?"
time_distance,Aptitude,Quantitative,A thief is spotted by a policeman from a distance of 200 m. The thief starts running at 8 km/h and the policeman chases him at 10 km/h. How far will the thief have run before he is caught?
time_distance,Aptitude,Quantitative,A train 150 m long is running at 72 km/h. How long will it take to cross a platform 250 m long?
time_distance,Aptitude,Quantitative,A person travels half of the distance at 40 km/h and the other half at 60 km/h. What is his average speed?
time_distance,Aptitude,Quantitative,Two trains of equal length are running on parallel tracks in opposite directions at 40 km/h and 50 km/h respectively. They cross each other in 10 seconds. Find the length of each train.
time_distance,Aptitude,Quantitative,"A boat goes 30 km upstream and 44 km downstream in 10 hours. In 13 hours, it can go 40 km upstream and 55 km downstream. Find the speed of the boat in still water and the speed of the stream."
time_distance,Aptitude,Quantitative,A man covers a certain distance by car at 60 km/h and returns by bicycle at 12 km/h. The total time taken is 6 hours. Find the distance.
time_distance,Aptitude,Quantitative,A train leaves Delhi at 8 AM and reaches Agra at 11 AM. Another train leaves Agra at 9 AM and reaches Delhi at 12 PM. At what time will they meet?
time_distance,Aptitude,Quantitative,"A person travels from P to Q at 30 km/h and from Q to R at 40 km/h. If PQ = 60 km and QR = 80 km, find the average speed for the entire journey."
time_distance,Aptitude,Quantitative,A car travels from A to B at 50 km/h and returns from B to A at 30 km/h. Find the average speed.
profit_loss,Aptitude,Quantitative,A shopkeeper buys an article for $500 and sells it for $600. What is his profit percentage?
profit_loss,Aptitude,Quantitative,"If an article is sold at a loss of 10%, and the selling price is $90, what was the cost price?"
profit_loss,Aptitude,Quantitative,A trader marks his goods 20% above the cost price and gives a discount of 10%. Find his profit percentage.
profit_loss,Aptitude,Quantitative,A man sold two articles at $1200 each. On one he gained 20% and on the other he lost 20%. Find his net profit or loss percentage.
profit_loss,Aptitude,Quantitative,"If the cost price of 10 articles is equal to the selling price of 8 articles, find the profit percentage."
profit_loss,Aptitude,Quantitative,"A shopkeeper sells an item at a profit of 25%. If he had bought it at 20% less and sold it for $10.50 less, he would have gained 30%. Find the cost price."
profit_loss,Aptitude,Quantitative,"By selling an article for $480, a person loses 20%. At what price should he sell it to gain 20%?"
profit_loss,Aptitude,Quantitative,A trader mixes two varieties of rice costing $20/kg and $30/kg in the ratio 2:3 and sells the mixture at $28/kg. Find his profit percentage.
profit_loss,Aptitude,Quantitative,A shopkeeper gives a discount of 10% on the marked price and still makes a profit of 20%. Find the cost price if the marked price is $500.
profit_loss,Aptitude,Quantitative,"If the selling price of an article is doubled, the profit triples. Find the profit percentage."
profit_loss,Aptitude,Quantitative,"A person sold an article at a loss of 8%. If he had sold it for $72 more, he would have gained 10%. Find the cost price."
profit_loss,Aptitude,Quantitative,A trader bought 100 articles for $4000. He sold 60 articles at a profit of 20%. At what profit percentage should he sell the remaining articles to gain an overall profit of 30%?
profit_loss,Aptitude,Quantitative,"The marked price of an article is 40% above the cost price. If a discount of 20% is given, find the profit percentage."
profit_loss,Aptitude,Quantitative,"A shopkeeper sells an article at a profit of 12%. If he had sold it for $8 more, he would have gained 15%. Find the cost price."
profit_loss,Aptitude,Quantitative,A vendor bought bananas at 6 for $5 and sold them at 5 for $6. Find his profit or loss percentage.
profit_loss,Aptitude,Quantitative,A dealer marks his goods at 25% above the cost price and allows a discount of 12%. Find his profit percentage.
profit_loss,Aptitude,Quantitative,"A man sold a watch at a loss of 5%. If he had sold it for $56 more, he would have gained 12%. Find the cost price of the watch."
profit_loss,Aptitude,Quantitative,A trader bought 200 eggs for $600. 20 eggs were broken. He sold the remaining eggs at $3.50 each. Find his profit or loss percentage.
profit_loss,Aptitude,Quantitative,A shopkeeper allows a discount of 16% on the marked price and still gains 20%. Find the marked price if the cost price is $500.
profit_loss,Aptitude,Quantitative,"If the cost price of 15 articles is equal to the selling price of 12 articles, find the profit percentage."
simple_interest,Aptitude,Quantitative,Find the simple interest on $1000 at 10% per annum for 3 years.
simple_interest,Aptitude,Quantitative,At what rate percent per annum will $800 yield an interest of $240 in 4 years?
simple_interest,Aptitude,Quantitative,In how many years will $1200 amount to $1800 at 5% simple interest per annum?
simple_interest,Aptitude,Quantitative,A sum of money doubles itself in 8 years at simple interest. Find the rate of interest.
simple_interest,Aptitude,Quantitative,Find the simple interest on $2500 for 2 years at 6% per annum.
simple_interest,Aptitude,Quantitative,What sum will amount to $1650 at 5% simple interest per annum in 3 years?
simple_interest,Aptitude,Quantitative,The simple interest on a sum for 5 years is 2/5 of the sum. Find the rate of interest.
simple_interest,Aptitude,Quantitative,A sum of $800 amounts to $960 in 4 years at simple interest. Find the rate of interest.
simple_interest,Aptitude,Quantitative,In what time will $600 amount to $720 at 5% simple interest per annum?
simple_interest,Aptitude,Quantitative,At what rate percent will a sum of money triple itself in 16 years at simple interest?
simple_interest,Aptitude,Quantitative,The simple interest on a sum for 3 years at 8% per annum is $240. Find the sum.
simple_interest,Aptitude,Quantitative,"A sum of $1500 is lent in two parts, one at 8% and the other at 10% simple interest. The total interest in 3 years is $390. Find the amount lent at each rate."
simple_interest,Aptitude,Quantitative,"If the simple interest on a sum for 2 years at 5% is $100, what will be the compound interest on the same sum at the same rate for 2 years?"
simple_interest,Aptitude,Quantitative,A sum of money becomes $2400 in 3 years and $2600 in 5 years at simple interest. Find the principal.
simple_interest,Aptitude,Quantitative,"The difference between the simple interest on two sums in 2 years at 8% is $40. If the first sum is $200 more than the second, find the sums."
simple_interest,Aptitude,Quantitative,A person lent $2000 partly at 5% and the rest at 8% simple interest. The total interest in 3 years was $420. Find the sum lent at each rate.
simple_interest,Aptitude,Quantitative,In how many years will a sum of money double itself at 12.5% simple interest per annum?
simple_interest,Aptitude,Quantitative,The simple interest on a sum for 4 years at 7.5% per annum is $600. Find the sum.
simple_interest,Aptitude,Quantitative,A sum of $500 amounts to $650 in 5 years at simple interest. Find the rate of interest.
simple_interest,Aptitude,Quantitative,What sum will yield an interest of $240 in 2 years at 6% simple interest per annum?
compound_interest,Aptitude,Quantitative,"Find the compound interest on $1000 at 10% per annum for 2 years, compounded annually."
compound_interest,Aptitude,Quantitative,"What will be the compound interest on $5000 for 2 years at 8% per annum, compounded annually?"
compound_interest,Aptitude,Quantitative,"Find the amount on $2000 for 2 years at 5% per annum, compounded annually."
compound_interest,Aptitude,Quantitative,The difference between compound interest and simple interest on a sum for 2 years at 10% per annum is $50. Find the sum.
compound_interest,Aptitude,Quantitative,"At what rate percent per annum will $800 amount to $882 in 2 years, compounded annually?"
compound_interest,Aptitude,Quantitative,"In how many years will $600 amount to $726 at 10% per annum, compounded annually?"
compound_interest,Aptitude,Quantitative,"Find the compound interest on $10,000 for 2 years at 8% per annum, compounded half-yearly."
compound_interest,Aptitude,Quantitative,The compound interest on a sum for 2 years at 12% per annum is $1590. Find the sum.
compound_interest,Aptitude,Quantitative,A sum of money doubles itself in 5 years at compound interest. In how many years will it become 8 times?
compound_interest,Aptitude,Quantitative,What is the difference between compound interest and simple interest on $2000 for 2 years at 5% per annum?
compound_interest,Aptitude,Quantitative,"Find the amount on $1500 for 2 years at 4% per annum, compounded annually."
compound_interest,Aptitude,Quantitative,The compound interest on a sum for 2 years at 10% per annum is $525. Find the sum.
compound_interest,Aptitude,Quantitative,"At what rate percent will $5000 amount to $6050 in 2 years, compounded annually?"
compound_interest,Aptitude,Quantitative,"In how many years will $800 amount to $926.10 at 5% per annum, compounded annually?"
compound_interest,Aptitude,Quantitative,"Find the compound interest on $4000 for 1.5 years at 10% per annum, compounded half-yearly."
compound_interest,Aptitude,Quantitative,The compound interest on a sum for 2 years is $410 and the simple interest on the same sum for the same period at the same rate is $400. Find the rate of interest.
compound_interest,Aptitude,Quantitative,A sum of $2000 is invested at compound interest for 2 years at 5% per annum. Find the amount.
compound_interest,Aptitude,Quantitative,"What sum will amount to $6655 in 2 years at 10% per annum, compounded annually?"
compound_interest,Aptitude,Quantitative,"Find the compound interest on $2500 for 2 years at 8% per annum, compounded annually."
compound_interest,Aptitude,Quantitative,The compound interest on a sum for 3 years at 5% per annum is $1261. Find the sum.
permutations,Aptitude,Quantitative,"How many 3-digit numbers can be formed using the digits 1, 2, 3, 4, 5 without repetition?"
permutations,Aptitude,Quantitative,In how many ways can 5 people be seated in a row?
permutations,Aptitude,Quantitative,How many words can be formed from the letters of the word 'APPLE'?
permutations,Aptitude,Quantitative,"How many 4-digit numbers can be formed using the digits 0, 1, 2, 3, 4 without repetition?"
permutations,Aptitude,Quantitative,In how many ways can a committee of 3 be chosen from 8 people?
permutations,Aptitude,Quantitative,How many ways can 6 books be arranged on a shelf?
permutations,Aptitude,Quantitative,How many different signals can be made by hoisting 5 flags of different colors?
permutations,Aptitude,Quantitative,In how many ways can 4 boys and 3 girls be arranged in a row such that no two girls are together?
permutations,Aptitude,Quantitative,"How many 3-digit even numbers can be formed from the digits 1, 2, 3, 4, 5, 6 without repetition?"
permutations,Aptitude,Quantitative,How many ways can the letters of the word 'MISSISSIPPI' be arranged?
permutations,Aptitude,Quantitative,In how many ways can 7 people be seated around a circular table?
permutations,Aptitude,Quantitative,How many 5-digit numbers can be formed using the digits 0-9 without repetition?
permutations,Aptitude,Quantitative,How many ways can you arrange the letters in the word 'MATHEMATICS'?
permutations,Aptitude,Quantitative,In how many ways can a team of 5 be selected from 10 players?
permutations,Aptitude,Quantitative,"How many 4-digit numbers divisible by 5 can be formed from the digits 1, 2, 3, 4, 5 without repetition?"
blood_relations,Aptitude,Logical Reasoning,A is the father of B. C is the sister of B. How is C related to A?
blood_relations,Aptitude,Logical Reasoning,"Pointing to a man, a woman said, ""He is the brother of my mother's only daughter."" How is the man related to the woman?"
blood_relations,Aptitude,Logical Reasoning,"If A is the brother of B and B is the sister of C, how is A related to C?"
blood_relations,Aptitude,Logical Reasoning,"Introducing a man, a woman said, ""His wife is the only daughter of my father."" How is the man related to the woman?"
blood_relations,Aptitude,Logical Reasoning,A is the mother of B. C is the son of A. D is the brother of C. How is D related to B?
blood_relations,Aptitude,Logical Reasoning,"If P is the brother of Q and R is the sister of Q, how is P related to R?"
blood_relations,Aptitude,Logical Reasoning,A is the father of B and C is the son of B. How is A related to C?
blood_relations,Aptitude,Logical Reasoning,"Pointing to a photograph, a man said, ""I have no brothers or sisters, but that man's father is my father's son."" Who was in the photograph?"
blood_relations,Aptitude,Logical Reasoning,A is the sister of B. B is the brother of C. C is the father of D. How is A related to D?
blood_relations,Aptitude,Logical Reasoning,"If A is the mother of B, and C is the daughter of A, how is B related to C?"
blood_relations,Aptitude,Logical Reasoning,A man introduces a woman as the daughter of his father's only son. How is that woman related to the man?
blood_relations,Aptitude,Logical Reasoning,A is the brother of B. C is the father of A. D is the brother of C. How is D related to B?
blood_relations,Aptitude,Logical Reasoning,"If A's mother is B's mother's only daughter, how is A related to B?"
blood_relations,Aptitude,Logical Reasoning,"Pointing to a lady, a man said, ""She is the daughter of my grandfather's only son."" How is the man related to the lady?"
blood_relations,Aptitude,Logical Reasoning,A is the husband of B. B is the sister of C. C is the brother of D. D is the wife of E. How is A related to E?
coding_decoding,Aptitude,Logical Reasoning,"If in a certain code, ""DELHI"" is written as ""CDKGH"", how will ""MUMBAI"" be written?"
coding_decoding,Aptitude,Logical Reasoning,"If ""PEN"" is coded as ""QFO"", how will ""BOOK"" be coded?"
coding_decoding,Aptitude,Logical Reasoning,"In a certain code, ""123"" means ""hot tea"", ""356"" means ""cold coffee"", and ""189"" means ""hot coffee"". What does ""1"" stand for?"
coding_decoding,Aptitude,Logical Reasoning,"If ""APPLE"" is coded as ""BQQMF"", how will ""ORANGE"" be coded?"
coding_decoding,Aptitude,Logical Reasoning,"In a certain code, ""RAT"" is written as ""12"" and ""RATE"" is written as ""13"". How will ""RATIO"" be written?"
coding_decoding,Aptitude,Logical Reasoning,"If ""MANGO"" is coded as ""NZOHP"", how will ""APPLE"" be coded?"
coding_decoding,Aptitude,Logical Reasoning,"In a certain code, ""123"" means ""hot filtered coffee"", ""356"" means ""very hot day"", and ""589"" means ""day and night"". What does ""5"" stand for?"
coding_decoding,Aptitude,Logical Reasoning,"If ""INDIA"" is coded as ""HMCHZ"", how will ""CHINA"" be coded?"
coding_decoding,Aptitude,Logical Reasoning,"In a certain code, ""A"" is coded as 1, ""B"" as 2, and so on. How will ""SUM"" be coded?"
coding_decoding,Aptitude,Logical Reasoning,"If ""RED"" is coded as ""27"", how will ""BLUE"" be coded?"
coding_decoding,Aptitude,Logical Reasoning,"If ""JULY"" is coded as ""KYMZ"", how will ""AUGUST"" be coded?"
coding_decoding,Aptitude,Logical Reasoning,"In a certain code, ""ROSE"" is written as ""QNRD"". How will ""LILY"" be written?"
coding_decoding,Aptitude,Logical Reasoning,"If ""FISH"" is coded as ""EHRG"", what will be the code for ""BIRD""?"
coding_decoding,Aptitude,Logical Reasoning,"In a code language, if ""TABLE"" is written as ""UBCMF"", how is ""CHAIR"" written?"
coding_decoding,Aptitude,Logical Reasoning,"If ""BLUE"" is coded as ""VANG"", what is the code for ""GREEN""?"
series,Aptitude,Logical Reasoning,"Find the next number in the series: 2, 5, 10, 17, 26, ?"
series,Aptitude,Logical Reasoning,"Complete the series: 3, 6, 11, 18, 27, ?"
series,Aptitude,Logical Reasoning,"What comes next: 1, 4, 9, 16, 25, ?"
series,Aptitude,Logical Reasoning,"Find the missing term: 2, 6, 12, 20, ?, 42"
series,Aptitude,Logical Reasoning,"Complete the series: 5, 9, 17, 33, 65, ?"
series,Aptitude,Logical Reasoning,"What is the next term: 7, 14, 28, 56, ?"
series,Aptitude,Logical Reasoning,"Find the next number: 11, 15, 20, 26, 33, ?"
series,Aptitude,Logical Reasoning,"Complete the series: 2, 3, 5, 7, 11, ?"
series,Aptitude,Logical Reasoning,"What comes next: 1, 1, 2, 3, 5, 8, ?"
series,Aptitude,Logical Reasoning,"Find the missing term: 3, 9, 27, 81, ?"
series,Aptitude,Logical Reasoning,"Complete the series: 2, 5, 9, 14, 20, ?"
series,Aptitude,Logical Reasoning,"What is the next term: 4, 7, 12, 19, 28, ?"
series,Aptitude,Logical Reasoning,"Find the next number: 1, 8, 27, 64, 125, ?"
series,Aptitude,Logical Reasoning,"Complete the series: 2, 10, 30, 68, 130, ?"
series,Aptitude,Logical Reasoning,"What comes next: 1, 2, 6, 24, 120, ?"
puzzles,Aptitude,Logical Reasoning,You have a 3-gallon jug and a 5-gallon jug. How can you measure exactly 4 gallons of water?
puzzles,Aptitude,Logical Reasoning,"If a hen and a half lays an egg and a half in a day and a half, how many eggs does one hen lay in one day?"
puzzles,Aptitude,Logical Reasoning,"You are in a room with three light switches, each controlling one of three light bulbs in another room. You can only enter the other room once. How can you determine which switch controls which bulb?"
puzzles,Aptitude,Logical Reasoning,A bat and a ball cost $1.10 in total. The bat costs $1.00 more than the ball. How much does the ball cost?
puzzles,Aptitude,Logical Reasoning,"If it takes 5 machines 5 minutes to make 5 widgets, how long would it take 100 machines to make 100 widgets?"
puzzles,Aptitude,Logical Reasoning,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half the lake?"
puzzles,Aptitude,Logical Reasoning,You have a 7-minute hourglass and an 11-minute hourglass. How can you measure exactly 15 minutes?
puzzles,Aptitude,Logical Reasoning,A man pushes his car to a hotel and tells the owner he's bankrupt. Why?
puzzles,Aptitude,Logical Reasoning,How many times a day do the hands of a clock overlap?
puzzles,Aptitude,Logical Reasoning,"You have two ropes that each take exactly 60 minutes to burn, but they burn unevenly. How can you measure exactly 45 minutes?"
puzzles,Aptitude,Logical Reasoning,"If a rooster lays an egg on top of a barn, which way does it roll?"
puzzles,Aptitude,Logical Reasoning,"You have 8 identical-looking balls. One is heavier than the rest. Using a balance scale only twice, how can you find the heavier ball?"
puzzles,Aptitude,Logical Reasoning,A farmer has 17 sheep. All but 9 die. How many are left?
puzzles,Aptitude,Logical Reasoning,"What comes next in the sequence? 1, 11, 21, 1211, 111221, ?"
puzzles,Aptitude,Logical Reasoning,"You are driving a bus. At the first stop, 3 people get on. At the second stop, 5 get on and 2 get off. At the third stop, 7 get on and 4 get off. What color are the bus driver's eyes?"
syllogisms,Aptitude,Logical Reasoning,"All cats are mammals. All mammals are animals. Therefore, all cats are animals. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"No birds are mammals. All penguins are birds. Therefore, no penguins are mammals. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"Some dogs are friendly. All friendly things are pets. Therefore, some dogs are pets. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"All A are B. Some B are C. Therefore, some A are C. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"No A are B. All C are B. Therefore, no C are A. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"Some A are B. Some B are C. Therefore, some A are C. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"All doctors are educated. Some educated people are wealthy. Therefore, some doctors are wealthy. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"No honest person lies. Some politicians lie. Therefore, some politicians are not honest. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"All squares are rectangles. Some rectangles are not squares. Therefore, some squares are not rectangles. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"All roses are flowers. Some flowers fade quickly. Therefore, some roses fade quickly. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"No fish are birds. All goldfish are fish. Therefore, no goldfish are birds. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"All men are mortal. Socrates is a man. Therefore, Socrates is mortal. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"Some students are athletes. No athletes are lazy. Therefore, some students are not lazy. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"All birds can fly. Penguins are birds. Therefore, penguins can fly. Is this valid?"
syllogisms,Aptitude,Logical Reasoning,"No cats are dogs. All poodles are dogs. Therefore, no poodles are cats. Is this valid?"
grammar,Aptitude,Verbal Ability,Choose the correct option: Neither of the boys ___ present. (was/were)
grammar,Aptitude,Verbal Ability,"Identify the error in the sentence: ""She don't like coffee."""
grammar,Aptitude,Verbal Ability,"Fill in the blank: If I ___ you, I would accept the offer. (was/were)"
grammar,Aptitude,Verbal Ability,Choose the correct form: The committee ___ divided in their opinion. (is/are)
grammar,Aptitude,Verbal Ability,"Correct the sentence: ""Each of the students have completed their homework."""
grammar,Aptitude,Verbal Ability,Fill in the blank: She sings ___ than her sister. (beautiful/more beautifully)
grammar,Aptitude,Verbal Ability,Choose the correct option: Either the teacher or the students ___ responsible. (is/are)
grammar,Aptitude,Verbal Ability,"Identify the error: ""The news are very disturbing."""
grammar,Aptitude,Verbal Ability,Fill in the blank: I wish I ___ earlier. (arrived/had arrived)
grammar,Aptitude,Verbal Ability,Choose the correct form: One of my friends ___ gone to Paris. (has/have)
grammar,Aptitude,Verbal Ability,"Correct the sentence: ""Me and my friend went to the store."""
grammar,Aptitude,Verbal Ability,Fill in the blank: She ___ to the gym every morning. (go/goes)
grammar,Aptitude,Verbal Ability,Choose the correct option: The data ___ been analyzed. (has/have)
grammar,Aptitude,Verbal Ability,"Identify the error: ""He is more taller than his brother."""
grammar,Aptitude,Verbal Ability,"Fill in the blank: By this time next year, I ___ my degree. (will complete/will have completed)"
vocabulary,Aptitude,Verbal Ability,"What is the synonym of ""Benevolent""?"
vocabulary,Aptitude,Verbal Ability,"What is the antonym of ""Ephemeral""?"
vocabulary,Aptitude,Verbal Ability,"Choose the correct meaning of ""Ubiquitous""."
vocabulary,Aptitude,Verbal Ability,"What is the synonym of ""Meticulous""?"
vocabulary,Aptitude,Verbal Ability,"What is the antonym of ""Acquire""?"
vocabulary,Aptitude,Verbal Ability,"Choose the correct meaning of ""Cacophony""."
vocabulary,Aptitude,Verbal Ability,"What is the synonym of ""Ardent""?"
vocabulary,Aptitude,Verbal Ability,"What is the antonym of ""Transparent""?"
vocabulary,Aptitude,Verbal Ability,"Choose the correct meaning of ""Paradox""."
vocabulary,Aptitude,Verbal Ability,"What is the synonym of ""Tenacious""?"
vocabulary,Aptitude,Verbal Ability,"What is the antonym of ""Expand""?"
vocabulary,Aptitude,Verbal Ability,"Choose the correct meaning of ""Gregarious""."
vocabulary,Aptitude,Verbal Ability,"What is the synonym of ""Lethargic""?"
vocabulary,Aptitude,Verbal Ability,"What is the antonym of ""Hostile""?"
vocabulary,Aptitude,Verbal Ability,"Choose the correct meaning of ""Voracious""."
emotional_intelligence,Soft Skills,Interpersonal,What is emotional intelligence and why is it important in the workplace?
emotional_intelligence,Soft Skills,Interpersonal,Describe a time when you had to manage your emotions in a difficult situation.
emotional_intelligence,Soft Skills,Interpersonal,How do you handle receiving criticism or negative feedback?
emotional_intelligence,Soft Skills,Interpersonal,Tell me about a time when you had to empathize with a coworker or client who was upset.
emotional_intelligence,Soft Skills,Interpersonal,How do you stay calm and composed when under significant pressure or stress?
emotional_intelligence,Soft Skills,Interpersonal,Describe a situation where you had to regulate your emotions to achieve a positive outcome.
emotional_intelligence,Soft Skills,Interpersonal,How do you handle working with someone who has a very different personality or working style from yours?
emotional_intelligence,Soft Skills,Interpersonal,Tell me about a time when you had to apologize for a mistake or misunderstanding.
